student_id,data_split,age,semester,program_stream,institution_type,residence_mode,scholarship_holder,current_gpa,failed_subjects,backlog_count,credits_completion_ratio,attendance_pct,attendance_velocity_14d,consecutive_absent_days,lms_active_hours_week,lms_activity_velocity_pct,assignment_completion_pct,avg_assignment_delay_days,missed_assessments,fee_overdue_days,scholarship_delay_days,financial_support_requested,paid_work_hours_week,family_responsibility_hours_week,course_satisfaction_1_5,career_uncertainty_1_5,prerequisite_gap_score,language_transition_score,commute_minutes_one_way,hostel_issue_score,campus_belonging_1_5,mentor_interactions_month,overwhelmed_score_1_5,support_requested,F1_academic_difficulty,F2_attendance_decline,F3_low_engagement,F4_financial_stress,F5_work_pressure,F6_family_responsibility,F7_course_mismatch,F8_transition_language_gap,F9_commute_housing,F10_low_belonging_support,F11_wellbeing_support_need,synthetic_risk_probability,risk_tier,dominant_risk_factor,secondary_risk_factor,dropout_label,student_outcome,confirmed_exit_reason,generation_version
SYN01897,TRAIN,24,1,Arts/Humanities,Private,With Family,1,6.92,2,3,0.754,74.7,-8.9,2,13.5,-56.6,58.6,8.3,2,41,17,0,0.0,14.2,4.1,1.8,0.261,0.165,42,0.0,3.8,4,2.5,0,41.5,39.2,57.7,27.3,22.4,27.2,28.4,24.9,30.3,39.6,52.1,0.3074,LOW,Low learning engagement,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01898,TRAIN,19,6,Other,Government-Aided,PG/Rented,0,6.71,2,4,0.667,77.1,-14.3,7,9.8,-21.1,59.2,5.1,2,51,0,0,11.8,12.2,3.3,2.2,0.308,0.207,20,0.001,2.4,3,3.0,0,52.2,36.2,52.2,35.6,23.0,30.3,31.3,23.5,24.3,49.5,73.8,0.4543,MODERATE,Wellbeing / support need,Academic difficulty,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01899,VALID,18,2,Commerce/Management,Private,With Family,1,8.59,2,2,0.787,63.9,-6.3,5,12.2,-22.0,58.3,4.0,2,73,40,0,13.6,13.7,2.7,3.5,0.331,0.268,34,0.0,4.2,3,3.2,0,22.8,40.6,43.3,51.1,36.2,38.5,52.2,51.7,3.0,32.4,53.4,0.4138,MODERATE,Wellbeing / support need,Course mismatch / low interest,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01900,TRAIN,19,4,Engineering/Technology,Government-Aided,Hostel,0,6.76,2,3,0.867,75.7,-1.6,5,8.1,-2.9,67.2,2.7,2,84,0,1,0.0,12.4,3.8,2.2,0.253,0.292,9,0.179,3.3,5,2.9,0,38.0,46.1,38.4,72.3,45.3,16.7,24.1,38.6,26.0,35.5,35.5,0.4618,MODERATE,Financial stress,Attendance decline,1,DROPOUT,WELLBEING_SUPPORT_NEED,SIH_SYN_V1_2026-08-22
SYN01901,TRAIN,24,1,Science,Private,PG/Rented,0,8.39,2,1,0.709,88.5,-6.3,3,14.9,-14.2,78.9,5.6,1,24,0,0,2.5,8.8,3.2,2.5,0.223,0.133,23,0.015,3.9,2,3.6,1,22.2,19.8,32.9,15.7,10.8,46.2,30.8,22.0,7.6,47.4,53.6,0.1073,LOW,Wellbeing / support need,Low belonging / weak mentor support,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01902,TRAIN,20,7,Education,Government,PG/Rented,0,4.85,3,4,0.666,82.2,-13.2,1,9.6,-26.1,71.1,6.0,2,0,0,1,0.0,12.4,4.4,2.4,0.322,0.094,24,0.135,4.0,5,2.1,1,58.0,34.2,37.7,16.6,22.5,21.8,20.2,18.0,20.7,22.3,38.4,0.1761,LOW,Academic difficulty,Wellbeing / support need,0,TEMPORARY_BREAK,,SIH_SYN_V1_2026-08-22
SYN01903,TRAIN,18,2,Science,Government,Hostel,1,6.34,0,2,0.857,81.5,7.7,4,13.8,-13.2,67.8,5.4,2,38,22,0,16.6,15.0,4.3,2.0,0.359,0.459,6,0.08,3.1,2,2.6,0,24.1,26.1,33.3,14.8,29.0,33.6,19.6,32.6,0.3,52.7,32.7,0.1524,LOW,Low belonging / weak mentor support,Family/domestic responsibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01904,VALID,20,7,Health/Allied,Private,With Family,0,7.75,3,4,0.753,69.0,3.6,5,11.8,-36.0,79.8,4.1,2,37,0,0,0.0,16.2,4.0,2.1,0.279,0.126,36,0.0,4.4,5,3.0,0,37.7,33.4,37.3,31.9,18.6,38.1,44.1,24.8,6.2,18.8,56.2,0.2347,LOW,Wellbeing / support need,Course mismatch / low interest,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01905,TEST,18,7,Commerce/Management,Private,PG/Rented,0,7.51,0,1,0.873,83.3,10.5,4,10.1,23.5,83.5,4.5,1,63,0,0,0.0,4.8,3.1,2.8,0.288,0.157,6,0.086,3.3,2,2.7,1,16.9,23.1,29.0,46.1,39.3,15.6,41.7,29.8,12.1,47.4,27.9,0.1834,LOW,Low belonging / weak mentor support,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01906,VALID,20,5,Science,Private,PG/Rented,0,7.18,4,5,0.604,90.5,-12.0,1,7.2,-23.9,61.5,6.9,2,26,0,1,0.0,7.5,3.7,1.6,0.479,0.264,28,0.045,3.9,3,2.9,0,57.6,26.1,35.4,22.7,13.3,11.2,25.1,42.4,12.2,30.9,40.1,0.157,LOW,Academic difficulty,Transition / language / prerequisite gap,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01907,TRAIN,22,2,Engineering/Technology,Government,With Family,0,6.36,1,2,0.669,76.6,-3.0,3,12.6,-12.4,74.1,7.8,2,57,0,1,0.0,2.8,3.2,2.5,0.04,0.064,5,0.092,4.3,4,2.6,1,39.5,29.8,25.8,46.6,30.9,7.5,42.1,22.7,12.9,16.1,45.6,0.2119,LOW,Financial stress,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01908,TRAIN,22,1,Commerce/Management,Government,With Family,0,6.44,2,1,0.85,76.9,-2.9,2,14.2,-12.0,69.9,4.1,3,27,0,0,0.0,18.2,4.7,2.1,0.218,0.199,69,0.116,4.2,4,2.6,0,33.1,30.8,27.6,49.8,51.3,60.7,11.3,29.5,56.6,29.7,39.2,0.344,LOW,Family/domestic responsibility,Commute / housing / accessibility,1,DROPOUT,COMMUTE_HOUSING_ACCESS,SIH_SYN_V1_2026-08-22
SYN01909,VALID,19,8,Health/Allied,Private,PG/Rented,1,5.78,3,5,0.72,84.7,0.0,3,7.7,-23.5,74.8,4.8,2,16,9,0,0.0,0.0,2.7,2.8,0.549,0.585,40,0.095,3.1,2,2.6,0,46.9,28.1,43.6,3.2,28.7,11.1,42.5,66.0,41.2,42.2,30.9,0.2147,LOW,Transition / language / prerequisite gap,Academic difficulty,0,GRADUATED,,SIH_SYN_V1_2026-08-22
SYN01910,TEST,19,2,Engineering/Technology,Government,Hostel,1,7.78,2,1,0.855,80.7,6.6,2,13.9,9.8,91.4,0.8,0,34,20,1,0.0,0.0,4.5,2.5,0.331,0.247,13,0.428,4.0,4,2.4,0,17.5,22.3,10.2,45.7,29.8,4.7,24.5,40.5,41.0,14.2,36.0,0.1162,LOW,Financial stress,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01911,TEST,20,1,Commerce/Management,Government,With Family,1,8.28,0,1,0.862,83.3,-5.2,1,7.6,-29.3,83.4,5.2,1,26,51,0,0.0,4.2,2.0,3.3,0.302,0.289,35,0.029,3.9,3,3.4,1,19.0,20.9,32.7,37.3,33.2,28.2,67.8,35.2,11.0,32.8,44.4,0.2126,LOW,Course mismatch / low interest,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01912,TRAIN,20,1,Arts/Humanities,Private,Hostel,0,5.98,2,3,0.729,78.5,-12.1,4,12.3,-21.0,68.2,5.8,2,22,0,0,0.0,11.9,2.5,3.3,0.237,0.144,12,0.421,4.6,4,3.5,0,49.2,48.9,44.5,41.5,34.6,10.2,54.8,19.3,44.7,19.2,57.2,0.4565,MODERATE,Wellbeing / support need,Course mismatch / low interest,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01913,TEST,18,5,Engineering/Technology,Government-Aided,PG/Rented,0,7.93,0,1,0.816,78.8,-6.9,5,8.6,27.5,84.2,2.9,1,41,0,1,0.0,10.7,4.0,1.8,0.284,0.155,55,0.019,4.3,6,2.5,0,22.4,40.6,15.9,30.1,27.5,37.9,11.0,46.9,42.2,18.2,35.4,0.1648,LOW,Transition / language / prerequisite gap,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01914,TRAIN,21,3,Commerce/Management,Government-Aided,With Family,1,6.36,2,3,0.764,67.6,-4.9,4,12.0,15.4,73.6,2.6,3,30,18,0,0.0,6.8,5.0,1.5,0.146,0.0,74,0.115,3.9,3,3.6,1,47.8,32.0,38.0,32.0,27.5,10.0,10.0,6.1,58.7,29.3,56.1,0.2245,LOW,Commute / housing / accessibility,Wellbeing / support need,1,DROPOUT,FINANCIAL_CONSTRAINT,SIH_SYN_V1_2026-08-22
SYN01915,TRAIN,20,3,Commerce/Management,Government,Hostel,0,8.27,1,2,0.807,93.9,-0.7,1,10.7,-6.9,70.4,2.8,2,11,0,0,1.9,14.5,4.6,2.3,0.161,0.193,7,0.095,4.3,4,2.8,0,29.8,12.9,35.3,5.9,3.7,39.0,25.7,20.4,10.9,10.1,52.1,0.0517,LOW,Wellbeing / support need,Family/domestic responsibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01916,TRAIN,26,4,Health/Allied,Private,With Family,0,8.39,2,2,0.876,77.3,-10.4,3,10.7,-3.4,78.0,3.0,1,69,0,1,16.3,1.0,2.6,2.7,0.13,0.204,52,0.022,3.9,2,3.9,0,22.9,44.7,35.9,39.5,44.6,10.1,49.9,23.5,41.3,32.5,54.3,0.369,LOW,Wellbeing / support need,Course mismatch / low interest,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01917,TEST,20,8,Commerce/Management,Government,Hostel,0,7.27,1,1,0.878,79.1,-4.7,1,12.5,-10.0,80.9,2.4,2,18,0,1,0.0,0.0,4.4,1.9,0.123,0.0,6,0.076,2.7,3,3.2,1,20.3,25.3,26.0,18.4,22.1,16.2,22.7,7.8,15.9,48.7,69.0,0.1399,LOW,Wellbeing / support need,Low belonging / weak mentor support,0,GRADUATED,,SIH_SYN_V1_2026-08-22
SYN01918,TRAIN,22,1,Commerce/Management,Government,With Family,1,7.93,2,3,0.794,86.5,-5.3,2,11.9,-26.9,74.8,6.0,1,11,9,1,0.0,10.6,3.4,1.2,0.272,0.08,61,0.047,3.9,2,2.4,0,37.7,29.6,35.1,14.5,14.5,44.5,24.6,23.1,33.9,37.0,53.6,0.1921,LOW,Wellbeing / support need,Family/domestic responsibility,1,DROPOUT,FAMILY_RESPONSIBILITY,SIH_SYN_V1_2026-08-22
SYN01919,TRAIN,21,1,Commerce/Management,Government-Aided,Hostel,0,8.41,1,4,0.832,81.4,2.0,6,12.3,-29.3,67.2,4.1,3,63,0,0,0.0,4.0,3.4,2.7,0.278,0.249,5,0.052,2.0,2,3.2,0,23.3,41.4,42.5,36.7,25.2,14.4,52.4,20.9,18.7,57.6,61.0,0.3081,LOW,Wellbeing / support need,Low belonging / weak mentor support,1,DROPOUT,LOW_CAMPUS_SUPPORT,SIH_SYN_V1_2026-08-22
SYN01920,TRAIN,20,3,Arts/Humanities,Government,Hostel,0,7.23,2,2,0.73,80.5,1.5,2,12.6,5.3,78.3,2.5,1,74,0,1,0.0,12.6,4.6,1.9,0.087,0.133,20,0.186,4.5,3,2.1,0,32.7,37.2,23.1,60.4,40.3,12.4,6.3,20.7,28.8,32.7,34.2,0.2418,LOW,Financial stress,Employment/work pressure,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01921,TEST,20,7,Science,Private,PG/Rented,0,9.83,1,0,0.91,80.9,2.6,1,12.3,-12.1,79.4,3.3,1,0,0,0,0.0,4.6,4.4,2.7,0.0,0.425,16,0.0,5.0,4,3.1,0,10.8,22.9,27.8,12.5,7.4,11.7,25.8,29.3,6.6,9.1,45.4,0.0494,LOW,Wellbeing / support need,Transition / language / prerequisite gap,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01922,TEST,18,5,Engineering/Technology,Government,PG/Rented,1,7.48,0,0,0.964,90.0,11.9,2,9.8,5.4,79.7,1.5,0,45,0,0,11.0,14.0,5.0,1.0,0.242,0.163,38,0.045,5.0,3,3.6,0,8.1,25.6,21.7,26.6,22.7,24.3,12.2,36.8,29.1,13.8,47.1,0.0848,LOW,Wellbeing / support need,Transition / language / prerequisite gap,1,DROPOUT,TRANSITION_OR_LANGUAGE_GAP,SIH_SYN_V1_2026-08-22
SYN01923,TEST,18,4,Commerce/Management,Government,With Family,1,5.31,4,4,0.722,77.1,0.0,4,10.1,10.3,70.0,1.5,1,69,26,1,0.0,19.3,3.8,1.3,0.298,0.174,22,0.044,4.1,4,2.9,0,52.0,36.6,31.5,50.6,48.2,42.9,17.4,24.7,12.9,30.2,29.6,0.3444,LOW,Academic difficulty,Financial stress,1,DROPOUT,FINANCIAL_CONSTRAINT,SIH_SYN_V1_2026-08-22
SYN01924,TRAIN,23,6,Arts/Humanities,Private,With Family,1,6.94,0,0,0.842,71.7,-13.8,5,13.7,16.9,92.0,3.7,1,50,39,1,0.0,13.9,4.3,1.7,0.309,0.073,57,0.087,4.9,5,1.7,0,18.4,42.6,20.2,47.7,31.8,33.3,22.9,27.7,41.6,7.8,19.4,0.1699,LOW,Financial stress,Attendance decline,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01925,TRAIN,20,1,Education,Government,With Family,0,7.81,2,1,0.852,84.9,-0.6,5,11.8,-48.6,74.7,4.7,1,2,0,1,8.1,8.8,2.8,2.2,0.652,0.718,39,0.014,3.2,2,1.6,0,25.7,30.6,42.4,10.8,11.9,19.2,46.7,87.4,26.3,24.4,29.5,0.1834,LOW,Transition / language / prerequisite gap,Course mismatch / low interest,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01926,VALID,18,5,Science,Government,With Family,0,6.22,3,4,0.642,82.5,1.7,3,9.0,-31.2,55.6,6.5,2,93,0,1,0.0,0.0,4.0,1.6,0.258,0.212,70,0.003,3.2,4,3.2,0,55.2,47.0,47.1,72.1,43.0,1.0,29.3,10.6,36.0,36.8,44.1,0.5555,MODERATE,Financial stress,Academic difficulty,1,DROPOUT,EMPLOYMENT_PRESSURE,SIH_SYN_V1_2026-08-22
SYN01927,TRAIN,22,5,Health/Allied,Government-Aided,With Family,0,8.46,0,1,0.913,72.4,-11.4,4,8.6,-24.0,87.7,5.6,0,102,0,0,27.6,3.7,4.3,2.1,0.179,0.124,15,0.082,1.9,3,3.7,0,14.4,52.9,29.7,75.7,56.0,31.2,18.9,19.1,7.4,57.1,60.4,0.5024,MODERATE,Financial stress,Wellbeing / support need,0,TRANSFERRED,,SIH_SYN_V1_2026-08-22
SYN01928,TRAIN,19,6,Science,Government,With Family,0,7.77,4,4,0.74,73.0,-19.9,5,10.9,17.7,92.2,4.0,1,15,0,0,0.0,16.8,3.5,3.3,0.221,0.0,29,0.0,4.0,3,2.8,1,39.3,47.1,15.5,18.3,23.6,65.0,46.5,1.8,26.0,33.1,48.1,0.2669,LOW,Family/domestic responsibility,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01929,TRAIN,22,3,Commerce/Management,Private,Hostel,0,7.41,3,4,0.727,76.9,-3.0,3,9.9,-2.3,74.2,4.5,2,31,0,1,0.0,25.3,4.7,1.9,0.215,0.142,8,0.014,3.7,2,3.0,0,35.4,38.1,37.2,21.9,28.3,40.4,19.8,7.0,19.7,42.3,54.2,0.2002,LOW,Wellbeing / support need,Low belonging / weak mentor support,1,DROPOUT,FAMILY_RESPONSIBILITY,SIH_SYN_V1_2026-08-22
SYN01930,TRAIN,23,5,Science,Government-Aided,Hostel,0,8.0,2,2,0.934,80.5,1.5,4,8.8,-10.5,80.0,4.3,1,30,0,0,17.0,4.6,1.6,3.4,0.076,0.0,13,0.374,3.2,3,3.2,0,18.7,28.0,27.5,27.0,25.7,23.4,69.5,0.4,41.6,25.7,57.7,0.1722,LOW,Course mismatch / low interest,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01931,TEST,19,6,Other,Government,PG/Rented,0,8.56,1,0,0.904,94.9,-6.7,1,13.0,0.6,79.5,6.5,1,21,0,0,0.0,8.1,4.5,2.4,0.226,0.375,16,0.062,3.2,2,1.9,0,10.1,19.3,23.4,4.3,5.0,36.7,23.1,36.7,10.6,44.9,37.0,0.0305,LOW,Low belonging / weak mentor support,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01932,TRAIN,19,3,Other,Private,With Family,0,8.3,0,0,1.0,70.0,-9.5,2,10.5,-12.4,69.2,6.0,1,58,0,1,0.0,14.9,2.6,3.6,0.194,0.027,44,0.011,3.7,2,2.9,0,7.7,31.2,39.0,33.4,24.1,36.1,46.9,15.2,26.3,44.5,44.2,0.1771,LOW,Course mismatch / low interest,Low belonging / weak mentor support,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01933,TRAIN,24,2,Commerce/Management,Private,With Family,0,6.79,3,4,0.844,72.6,-1.4,2,14.6,-16.2,61.0,5.0,1,24,0,0,0.0,8.5,3.5,2.8,0.174,0.192,27,0.016,3.8,4,3.4,0,34.5,40.9,42.8,30.5,40.4,14.5,37.7,27.1,24.0,24.8,57.2,0.3176,LOW,Wellbeing / support need,Low learning engagement,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01934,TRAIN,20,2,Health/Allied,Government-Aided,With Family,1,5.09,4,7,0.618,77.6,-7.5,3,10.5,-1.0,53.9,6.6,3,32,66,0,0.0,7.8,3.6,2.2,0.558,0.195,18,0.122,4.3,3,3.1,1,80.1,35.1,49.6,50.6,32.3,31.8,20.7,40.0,8.1,23.5,38.5,0.4624,MODERATE,Academic difficulty,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01935,TRAIN,24,7,Science,Government-Aided,Hostel,0,5.58,3,5,0.687,83.6,4.2,3,6.2,6.4,61.5,5.3,2,40,0,1,0.0,2.7,4.0,2.8,0.257,0.073,15,0.231,4.7,4,3.6,1,50.1,30.5,46.4,27.3,22.8,31.2,29.5,7.4,43.3,14.1,47.0,0.2505,LOW,Academic difficulty,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01936,TRAIN,18,8,Engineering/Technology,Private,With Family,0,6.11,2,3,0.757,79.1,-12.0,4,7.9,-21.0,58.6,4.1,2,37,0,0,0.0,16.2,4.0,2.8,0.395,0.125,37,0.0,3.5,3,4.2,0,47.5,49.1,47.7,27.1,28.2,50.5,28.3,20.3,15.6,41.4,70.5,0.4749,MODERATE,Wellbeing / support need,Family/domestic responsibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01937,TRAIN,20,4,Commerce/Management,Government,Hostel,0,7.93,2,2,0.929,83.0,-3.6,5,15.1,-14.6,80.5,5.8,1,60,0,0,11.4,16.3,3.1,2.5,0.051,0.0,4,0.002,2.0,2,1.3,0,15.8,43.0,28.2,42.0,24.8,48.9,52.1,7.4,7.2,54.4,26.9,0.2311,LOW,Low belonging / weak mentor support,Course mismatch / low interest,0,TRANSFERRED,,SIH_SYN_V1_2026-08-22
SYN01938,TRAIN,19,3,Arts/Humanities,Government,With Family,0,5.34,3,6,0.725,73.8,-3.7,4,10.5,-9.0,71.6,2.9,1,59,0,0,0.0,7.1,4.5,1.8,0.329,0.023,51,0.134,4.7,4,1.7,0,66.2,35.9,40.2,5.9,5.8,13.6,15.5,0.8,37.6,19.1,18.3,0.093,LOW,Academic difficulty,Low learning engagement,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01939,TRAIN,20,2,Commerce/Management,Government-Aided,With Family,0,7.51,2,3,0.843,76.1,-12.7,5,13.7,-1.3,65.4,6.8,4,32,0,1,14.4,5.8,3.5,2.1,0.248,0.447,39,0.0,2.2,2,2.3,0,28.8,41.7,47.0,33.3,30.6,17.5,27.7,48.3,16.3,77.6,39.6,0.3663,LOW,Low belonging / weak mentor support,Transition / language / prerequisite gap,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01940,TRAIN,20,8,Science,Government,Hostel,0,8.29,2,2,0.915,81.1,3.7,2,7.8,-22.1,66.5,5.5,2,7,0,0,9.9,27.7,2.6,2.2,0.0,0.091,15,0.347,3.8,3,4.2,0,23.5,23.0,48.0,22.2,32.6,73.4,46.0,7.5,47.2,33.3,64.4,0.3382,LOW,Family/domestic responsibility,Wellbeing / support need,1,DROPOUT,WELLBEING_SUPPORT_NEED,SIH_SYN_V1_2026-08-22
SYN01941,VALID,18,1,Arts/Humanities,Government-Aided,PG/Rented,1,4.95,5,6,0.486,88.3,-8.5,4,8.0,-34.4,68.8,8.1,3,20,19,0,8.4,3.7,3.7,1.0,0.496,0.056,11,0.0,3.8,3,3.8,0,79.0,33.5,47.4,15.3,16.8,5.4,27.1,24.0,18.7,28.3,40.6,0.1921,LOW,Academic difficulty,Low learning engagement,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01942,TEST,22,5,Health/Allied,Government,With Family,0,9.05,1,2,0.874,84.7,-12.4,1,13.3,-10.0,93.3,2.5,2,21,0,0,0.0,13.8,5.0,1.1,0.209,0.154,68,0.0,3.7,3,2.6,0,14.6,25.2,17.0,31.2,38.0,39.0,0.4,24.0,50.1,13.5,35.5,0.1046,LOW,Commute / housing / accessibility,Family/domestic responsibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01943,VALID,22,4,Engineering/Technology,Government,PG/Rented,0,6.45,2,3,0.661,80.5,-14.0,5,11.3,-22.9,78.3,5.3,3,44,0,1,20.2,8.4,4.5,1.7,0.266,0.11,22,0.0,4.2,3,3.5,0,36.7,34.8,37.5,37.9,28.9,16.8,6.8,9.7,2.8,28.1,34.8,0.1541,LOW,Financial stress,Low learning engagement,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01944,TRAIN,20,6,Health/Allied,Government-Aided,With Family,1,6.71,3,3,0.688,81.5,-3.5,4,10.3,15.3,61.0,5.2,3,25,19,1,0.0,3.2,2.5,1.9,0.14,0.073,88,0.106,3.7,4,3.2,1,41.0,35.3,47.5,14.4,10.8,2.8,44.5,9.0,71.0,34.5,62.0,0.2263,LOW,Commute / housing / accessibility,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01945,TRAIN,19,4,Engineering/Technology,Private,PG/Rented,0,8.25,2,2,0.858,79.5,-6.4,2,13.6,-26.2,75.8,4.5,2,25,0,0,0.0,16.4,4.4,1.8,0.276,0.135,31,0.111,3.3,3,2.5,0,39.5,31.1,41.7,15.6,17.5,39.3,8.3,6.7,27.6,33.7,56.6,0.1412,LOW,Wellbeing / support need,Low learning engagement,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01946,TEST,21,4,Engineering/Technology,Private,Hostel,0,7.37,0,1,0.778,74.6,-2.2,3,10.9,-0.3,85.9,6.1,2,31,0,0,9.3,4.2,4.0,2.5,0.219,0.329,27,0.249,3.7,4,2.6,1,18.1,27.7,34.6,16.1,15.6,8.3,30.2,28.3,31.3,25.7,42.7,0.0781,LOW,Wellbeing / support need,Low learning engagement,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01947,TRAIN,20,2,Science,Government,Hostel,0,7.02,3,3,0.827,78.6,-1.9,3,12.7,6.9,89.3,2.2,0,0,0,1,0.0,4.9,4.4,1.7,0.208,0.107,3,0.147,4.0,2,2.8,0,41.2,27.5,24.7,3.9,14.6,43.0,26.1,25.6,18.9,20.1,32.4,0.0988,LOW,Family/domestic responsibility,Academic difficulty,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01948,VALID,22,3,Commerce/Management,Private,With Family,0,6.34,2,3,0.687,76.6,-8.0,3,10.6,-17.9,69.8,3.3,2,99,0,1,20.2,11.7,3.6,3.1,0.465,0.262,49,0.0,1.0,2,3.5,0,55.2,49.1,38.5,59.3,59.6,24.1,35.0,37.3,25.2,80.7,65.3,0.7702,CRITICAL,Low belonging / weak mentor support,Wellbeing / support need,1,DROPOUT,TRANSITION_OR_LANGUAGE_GAP,SIH_SYN_V1_2026-08-22
SYN01949,TRAIN,26,2,Education,Private,PG/Rented,0,9.24,3,3,0.755,72.6,-8.3,5,8.6,-15.2,64.7,2.5,1,100,0,1,15.6,18.3,2.3,3.7,0.3,0.237,30,0.013,4.7,4,3.7,0,38.5,44.9,47.2,70.7,40.7,52.6,56.8,27.0,34.6,25.8,69.1,0.6838,MODERATE,Financial stress,Wellbeing / support need,1,DROPOUT,FINANCIAL_CONSTRAINT,SIH_SYN_V1_2026-08-22
SYN01950,VALID,18,2,Engineering/Technology,Private,With Family,0,7.67,2,2,0.849,88.7,9.1,0,10.5,-19.4,75.8,2.5,1,21,0,0,0.0,10.5,4.6,2.8,0.337,0.139,64,0.116,4.4,3,2.2,0,24.2,20.3,26.1,19.4,21.7,13.0,28.2,16.7,30.8,12.7,24.9,0.0684,LOW,Commute / housing / accessibility,Course mismatch / low interest,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01951,TEST,21,6,Science,Government,Hostel,0,9.1,3,1,0.875,87.2,-3.9,2,15.9,-6.6,80.8,1.9,0,26,0,1,0.0,4.5,4.6,1.6,0.057,0.025,8,0.181,3.1,2,3.1,1,17.0,31.2,22.4,47.4,44.9,2.8,15.8,16.3,17.7,39.1,53.7,0.1489,LOW,Wellbeing / support need,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01952,VALID,20,1,Science,Private,With Family,1,7.91,1,3,0.832,79.8,-8.9,4,8.0,-35.2,60.1,2.2,3,23,7,0,0.0,1.9,4.0,1.6,0.414,0.408,59,0.134,2.5,2,3.8,1,36.7,40.9,42.4,22.6,34.1,22.7,31.3,54.6,35.6,68.0,67.4,0.4274,MODERATE,Low belonging / weak mentor support,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01953,TEST,22,8,Health/Allied,Government,Hostel,0,7.53,2,3,0.745,86.6,3.5,2,11.4,-5.8,81.2,4.0,3,18,0,0,17.5,11.0,4.8,1.2,0.0,0.035,12,0.216,4.2,5,3.2,0,24.8,29.9,32.4,18.1,11.1,30.6,11.4,10.7,30.5,10.0,41.4,0.0874,LOW,Wellbeing / support need,Low learning engagement,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN01954,TRAIN,18,2,Engineering/Technology,Private,With Family,0,8.04,1,3,0.645,85.3,4.2,2,9.1,-27.4,60.3,4.5,3,20,0,0,0.0,9.0,3.4,2.9,0.31,0.483,83,0.155,3.9,3,3.0,1,44.7,17.6,53.7,6.1,12.5,6.7,34.0,33.5,70.7,38.6,36.0,0.165,LOW,Commute / housing / accessibility,Low learning engagement,1,DROPOUT,TRANSITION_OR_LANGUAGE_GAP,SIH_SYN_V1_2026-08-22
SYN01955,TRAIN,23,5,Science,Government-Aided,With Family,0,6.46,1,2,0.855,72.6,-5.3,4,14.4,6.1,85.0,5.6,2,14,0,0,19.6,6.0,4.3,1.6,0.114,0.01,38,0.0,2.6,2,2.4,0,31.7,37.6,38.2,33.4,30.2,3.7,8.9,1.8,14.8,69.9,57.5,0.2051,LOW,Low belonging / weak mentor support,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
